name,type,record_link,series_title,effective_from,through_to,completed,dp_law,_citations_dp_law,_caution_dp_law,_attachment_name_dp_law,dp_database,_citations_dp_database,_caution_dp_database,_attachment_name_dp_database,dp_url,_citations_dp_url,_caution_dp_url,_attachment_name_dp_url,dp_enacted,_citations_dp_enacted,_caution_dp_enacted,_attachment_name_dp_enacted,dp_effective_dt,_citations_dp_effective_dt,_caution_dp_effective_dt,_attachment_name_dp_effective_dt,dp_collected,_citations_dp_collected,_caution_dp_collected,_attachment_name_dp_collected,dp_valid_imp,_citations_dp_valid_imp,_caution_dp_valid_imp,_attachment_name_dp_valid_imp,dp_state_fed,_citations_dp_state_fed,_caution_dp_state_fed,_attachment_name_dp_state_fed,dp_state_fed_reference,_citations_dp_state_fed_reference,_caution_dp_state_fed_reference,_attachment_name_dp_state_fed_reference,dp_state_fed_citation,_citations_dp_state_fed_citation,_caution_dp_state_fed_citation,_attachment_name_dp_state_fed_citation,dp_type,_citations_dp_type,_caution_dp_type,_attachment_name_dp_type,dp_activity,_citations_dp_activity,_caution_dp_activity,_attachment_name_dp_activity,dp_penalties,_citations_dp_penalties,_caution_dp_penalties,_attachment_name_dp_penalties,dp_exemption,_citations_dp_exemption,_caution_dp_exemption,_attachment_name_dp_exemption,dp_exempt_sygen_activity,_citations_dp_exempt_sygen_activity,_caution_dp_exempt_sygen_activity,_attachment_name_dp_exempt_sygen_activity,dp_exempt_sy_ssp_activity,_citations_dp_exempt_sy_ssp_activity,_caution_dp_exempt_sy_ssp_activity,_attachment_name_dp_exempt_sy_ssp_activity,dp_exempt_can_activity,_citations_dp_exempt_can_activity,_caution_dp_exempt_can_activity,_attachment_name_dp_exempt_can_activity,dp_exempt_DCEgen_activity,_citations_dp_exempt_DCEgen_activity,_caution_dp_exempt_DCEgen_activity,_attachment_name_dp_exempt_DCEgen_activity,dp_exempt_fentDCE_activity,_citations_dp_exempt_fentDCE_activity,_caution_dp_exempt_fentDCE_activity,_attachment_name_dp_exempt_fentDCE_activity,dp_exempt_xyDCE_activity,_citations_dp_exempt_xyDCE_activity,_caution_dp_exempt_xyDCE_activity,_attachment_name_dp_exempt_xyDCE_activity,dp_exempt_DCE_ssp_activity,_citations_dp_exempt_DCE_ssp_activity,_caution_dp_exempt_DCE_ssp_activity,_attachment_name_dp_exempt_DCE_ssp_activity,dp_exempt_fentDCE_ssp_activity,_citations_dp_exempt_fentDCE_ssp_activity,_caution_dp_exempt_fentDCE_ssp_activity,_attachment_name_dp_exempt_fentDCE_ssp_activity,dp_exempt_xyDCE_ssp_activity,_citations_dp_exempt_xyDCE_ssp_activity,_caution_dp_exempt_xyDCE_ssp_activity,_attachment_name_dp_exempt_xyDCE_ssp_activity,dp_exempt_SEgen_activity,_citations_dp_exempt_SEgen_activity,_caution_dp_exempt_SEgen_activity,_attachment_name_dp_exempt_SEgen_activity,dp_exempt_SE_ssp_activity,_citations_dp_exempt_SE_ssp_activity,_caution_dp_exempt_SE_ssp_activity,_attachment_name_dp_exempt_SE_ssp_activity,dp_exempt_unspec_ssp_activity,_citations_dp_exempt_unspec_ssp_activity,_caution_dp_exempt_unspec_ssp_activity,_attachment_name_dp_exempt_unspec_ssp_activity,dp_note,_citations_dp_note,_caution_dp_note,_attachment_name_dp_note
"Elizabeth, Union County, New Jersey, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75867,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Elizabeth, Union County, New Jersey, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63965,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Elk Grove, Sacramento County, California, 95624, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63011,DPL_2023_Consolidated ,2022-12-31,2023-01-01,11,1,-,-,-,self-published ,-,-,-,https://www.codepublishing.com/CA/ElkGrove/#!/ElkGrove04/ElkGrove0454.html#4.54.200,-,-,-,-,-,-,-,05/01/2009,-,-,-,10/11/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,Article III. Drug Paraphe,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Article III. Drug Paraphe,-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE)",Article III. Drug Paraphe,-,-,Criminal (ARCHIVE) ,-,-,-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Elk Grove, Sacramento County, California, 95624, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74475,DPL_2025_Consolidated,2022-12-31,2024-12-31,12,1,-,-,-,Code Publishing Company,-,-,-,https://www.codepublishing.com/CA/ElkGrove/#!/ElkGrove04/ElkGrove0454.html#4.54.200,-,-,-,-,-,-,-,05/01/2009,-,-,-,08/13/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Article III. Drug Paraphe,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW)",Article III. Drug Paraphe,-,-,"Infraction (NEW), Misdemeanor (NEW), Unspecified Fine (NEW), Other","Article III. Drug Paraphe,Chapter 1.08 ENFORCEMENT ,Chapter 1.08 ENFORCEMENT ","A violation of this code may be enforced by any civil remedy, including by a civil injunction",-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"El Monte, Los Angeles County, California, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76073,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"El Monte, Los Angeles County, California, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/64131,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"El Paso, El Paso County, Texas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74915,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"El Paso, El Paso County, Texas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63152,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Erie, Erie County, Pennsylvania, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77292,DPL_2025_Consolidated,2022-12-31,2024-12-31,14,1,-,-,-,Ecode 360,-,-,-,https://ecode360.com/33836314?highlight=paraphernalia&searchId=15731000715460422,-,-,-,01/17/2018,-,-,-,-,-,-,-,01/13/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,§ 714.02 Possession or sm,-,-, P.S. § 780-102.,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Pennsylvania Statutes Tit,-,-,"Possession, possession with intent to use, keep",§ 714.02 Possession or sm,-,-,Unspecified Fine (NEW),§ 714.02,-,-,"Drug checking/testing equipment, generally",Pennsylvania Statutes Tit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Possession,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Erie, Erie County, Pennsylvania, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63102,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Ecode 360,-,-,-,https://ecode360.com/33836314?highlight=paraphernalia&searchId=15731000715460422,-,-,-,01/17/2018,-,-,-,-,-,-,-,10/18/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,§ 714.02,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",-,-,-,"Possession, possession with intent to use, keep","§ 714.02 Possession or sm,§ 714.02",-,-,Criminal (ARCHIVE) ,§ 714.02,-,-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Escondido, San Diego County, California, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75647,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Escondido, San Diego County, California, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63291,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Eugene, Lane County, Oregon, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75500,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Eugene, Lane County, Oregon, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62737,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Evansville, Vanderburgh County, Indiana, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62806,DPL_2023_Consolidated ,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Evansville, Vanderburgh County, Indiana, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76188,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Everett, Snohomish County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/64099,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,self-published,-,-,-,https://everett.municipal.codes/EMC/10.35.010,-,-,-,08/15/2021,-,unknown date at bottom of ordinance,-,-,-,-,-,12/20/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,Chapter 10.35 DRUG PARAPH,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",10.02.078 Drug parapherna,-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE), Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell","RCW 69.50.412 Prohibited ,RCW 69.50.412 Prohibited ,RCW 69.50.412 Prohibited ,Chapter 10.35",-,-,"Civil (ARCHIVE), Criminal (ARCHIVE) ","RCW 69.50.412 Prohibited ,Chapter 10.35",-,-,"Syringes for approved medical use (i.e. diabetes) , Paraphernalia for consumption of cannabis, generally (ARCHIVE), Syringe services or harm reduction programs specifically, supervised use sites (ARCHIVE), Professionals acting in their course of business [e.g. pharmacists, physicians, manufacturers]","Chapter 10.35 DRUG PARAPH,RCW 69.50.412 Prohibited ,RCW 69.50.412 Prohibited ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Everett, Snohomish County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76292,DPL_2025_Consolidated,2022-12-31,2024-12-31,15,1,-,-,-,Code Publishing Company ,-,-,-,https://everett.municipal.codes/EMC/10.35.010,-,-,-,08/15/2021,-,unknown date at bottom of ordinance,-,-,-,-,-,06/11/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,Chapter 10.35 DRUG PARAPH,-,-,RCW 69.50.412,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other","Chapter 10.35 DRUG PARAPH,10.02.078 Drug parapherna",-,-,"Sales, possession with intent to sell, offer for sale (NEW), Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Give away, give, gift, free distribution (NEW), Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell","RCW 69.50.412 Prohibited ,RCW 69.50.412 Prohibited ,RCW 69.50.412 Prohibited ,Chapter 10.35",-,-,"Infraction (NEW), Misdemeanor (NEW), Civil Fine (NEW)","RCW 69.50.412 Prohibited ,Chapter 10.35",-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW), Syringes from syringe services, harm reduction programs, or supervised use sites (NEW), Other","Chapter 10.35 DRUG PARAPH,Chapter 10.35 DRUG PARAPH,RCW 69.50.412 Prohibited ,RCW 69.50.412 Prohibited ",it is lawful for any person over the age of eighteen to possess sterile hypodermic syringes and needles for the purpose of reducing blood-borne diseases.,-,-,-,-,-,Distribution,-,-,-,"Use, Distribution, Sales, Other",-,manufacture,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fairfield, Solano County, California, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76218,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fairfield, Solano County, California, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62688,DPL_2023_Consolidated ,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fall River, Bristol County, Massachusetts, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62708,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fargo, Cass County, North Dakota, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76141,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fargo, Cass County, North Dakota, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63921,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Farmington Hills, Oakland County, Michigan, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63051,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Municode,-,-,-,https://library.municode.com/mi/farmington_hills/codes/code_of_ordinances?nodeId=PTIICOOR_CH18OF_ARTVIOFAGPUMO_DIV4DRPA,-,-,-,08/31/1987,-,unknown date below ordinance,-,-,-,-,-,04/20/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,"DIVISION 4. -,DIVISION 4. - DRUG PARAPH",-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",DIVISION 4. -,-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",DIVISION 4. - DRUG PARAPH,-,-,Forfeiture/Seizure,DIVISION 4. - DRUG PARAPH,-,-,"Syringes for approved medical use (i.e. diabetes) , Professionals acting in their course of business [e.g. pharmacists, physicians, manufacturers]",DIVISION 4. -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Farmington Hills, Oakland County, Michigan, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77527,DPL_2025_Consolidated,2022-12-31,2024-12-31,12,1,-,-,-,Municode,-,-,-,https://library.municode.com/mi/farmington_hills/codes/code_of_ordinances?nodeId=PTIICOOR_CH18OF_ARTVIOFAGPUMO_DIV4DRPA,-,-,-,08/31/1987,-,unknown date below ordinance,-,-,-,-,-,05/06/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",DIVISION 4. -,-,-,"Sales, possession with intent to sell, offer for sale (NEW), Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",DIVISION 4. - DRUG PARAPH,-,-,Forfeiture/Seizure,DIVISION 4. - DRUG PARAPH,-,-,"Syringes for approved medical use (i.e. diabetes) , Professionals acting in their course of business [e.g. pharmacists, physicians, manufacturers], Public officials in the course of their duties, generally",DIVISION 4. -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fayetteville, Cumberland County, North Carolina, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62990,DPL_2023_Consolidated ,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fayetteville, Cumberland County, North Carolina, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75179,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fayetteville, Washington County, Arkansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77229,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Fayetteville, Washington County, Arkansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62975,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
